Site: CHATS7  Year: 2007  Month: 5
6: pftconMod ... using non-default values
6: Attempting to initialize MLpftcon .....
6: MLpftcon ... using non-default values
6: Successfuly initialized MLpftcon
6: pftconMod ... using non-default values
6: Attempting to initialize MLpftcon .....
6: MLpftcon ... using non-default values
6: Successfuly initialized MLpftcon
Attempting to read RSL look-up table .....
Successfully read RSL look-up table
Initialization complete.
Output files opened in: /private/tmp/claude-501/-Users-yueqichen/3332d836-b3d4-4efe-a522-ff503684aa5d/scratchpad/authors-out-31day
Starting time loop: ntimes=1488, dtstep=1800s, progress every 1 step(s)
/Users/yueqichen/agent/cesm/authors-clm-ml-jax/.venv/lib/python3.13/site-packages/jax/_src/ops/scatter.py:105: FutureWarning: scatter inputs have incompatible types: cannot safely cast value from dtype=float64 to dtype=float32 with jax_numpy_dtype_promotion=standard. In future JAX releases this will result in an error.
  warnings.warn(
Attempting to initialize multilayer canopy pad parameters .....
Successfuly initialized multilayer canopy pad parameters
Attempting to initialize multilayer canopy vertical structure .....
Successfully initialized multilayer canopy vertical structure
MLCanopyFluxes: starting ML sub-steps (num_ml_steps=6, nrk_steps=4, num_mlcan=1)
MLCanopyFluxes: sub-step 1/6
MLCanopyFluxes: sub-step 2/6
MLCanopyFluxes: sub-step 3/6
MLCanopyFluxes: sub-step 4/6
MLCanopyFluxes: sub-step 5/6
MLCanopyFluxes: sub-step 6/6
  timestep 166/1488 | step=3.03s (met=0.01s, adv=2.98s, out=0.04s) | elapsed=516.2s | eta=4111.2s
  timestep 167/1488 | step=3.03s (met=0.01s, adv=2.98s, out=0.04s) | elapsed=519.3s | eta=4107.4s
  timestep 168/1488 | step=3.07s (met=0.01s, adv=3.02s, out=0.04s) | elapsed=522.3s | eta=4104.0s
  timestep 169/1488 | step=3.13s (met=0.01s, adv=3.08s, out=0.04s) | elapsed=525.5s | eta=4101.0s
  timestep 170/1488 | step=3.06s (met=0.01s, adv=3.01s, out=0.04s) | elapsed=528.5s | eta=4097.5s
  timestep 171/1488 | step=3.04s (met=0.01s, adv=2.99s, out=0.04s) | elapsed=531.5s | eta=4093.9s
  timestep 172/1488 | step=3.05s (met=0.01s, adv=3.00s, out=0.04s) | elapsed=534.6s | eta=4090.3s
  timestep 173/1488 | step=3.08s (met=0.01s, adv=3.03s, out=0.04s) | elapsed=537.7s | eta=4087.0s
  timestep 174/1488 | step=3.08s (met=0.01s, adv=3.04s, out=0.04s) | elapsed=540.8s | eta=4083.7s
  timestep 175/1488 | step=3.01s (met=0.01s, adv=2.96s, out=0.04s) | elapsed=543.8s | eta=4079.8s
  timestep 176/1488 | step=3.01s (met=0.01s, adv=2.97s, out=0.04s) | elapsed=546.8s | eta=4076.0s
  timestep 177/1488 | step=3.03s (met=0.01s, adv=2.99s, out=0.04s) | elapsed=549.8s | eta=4072.3s
  timestep 178/1488 | step=3.02s (met=0.01s, adv=2.97s, out=0.04s) | elapsed=552.8s | eta=4068.6s
  timestep 179/1488 | step=3.02s (met=0.01s, adv=2.97s, out=0.04s) | elapsed=555.9s | eta=4064.9s
  timestep 180/1488 | step=3.03s (met=0.01s, adv=2.98s, out=0.04s) | elapsed=558.9s | eta=4061.2s
  timestep 181/1488 | step=3.02s (met=0.01s, adv=2.98s, out=0.04s) | elapsed=561.9s | eta=4057.5s
  timestep 182/1488 | step=3.02s (met=0.01s, adv=2.97s, out=0.04s) | elapsed=564.9s | eta=4053.8s
  timestep 183/1488 | step=3.02s (met=0.01s, adv=2.98s, out=0.04s) | elapsed=567.9s | eta=4050.1s
  timestep 184/1488 | step=3.02s (met=0.01s, adv=2.97s, out=0.04s) | elapsed=571.0s | eta=4046.4s
  timestep 185/1488 | step=3.01s (met=0.01s, adv=2.96s, out=0.04s) | elapsed=574.0s | eta=4042.6s
  timestep 186/1488 | step=3.01s (met=0.01s, adv=2.96s, out=0.04s) | elapsed=577.0s | eta=4038.9s
